book_id,title,author,author_2,additional_authors,ISBN,ISBN13,my_rating,average_rating,Publisher,Binding,number_of_pages,year_published,original_publication_year,date_read,date_added,Bookshelves,bookshelves_status,exclusive_self,my_review,Spoiler,private_notes,read_count,owned_copies,genre,
816720,The Witch of Portobello,Paulo Coelho,"Coelho, Paulo",,7251866,9780007251865,3,3.56,,Hardcover,320,2007.0,2006.0,2017/08/15,2016/04/01,,,read,,,,1,0,Fiction,
41057294,Normal People,Sally Rooney,"Rooney, Sally",,1984822179,9781984822178,4,3.81,Crown,Hardcover,273,2019.0,2018.0,2021/01/07,2021/08/04,,,read,,,,1,0,Fiction,
38746485,Becoming,Michelle Obama,"Obama, Michelle",,1524763136,9781524763138,5,4.44,Crown,Hardcover,426,2018.0,2018.0,2021/04/07,2021/06/23,,,read,,,,1,0,Biography & Autobiography,
28214365,Commonwealth,Ann Patchett,"Patchett, Ann",,62491792,9780062491794,2,3.83,Harper,Hardcover,322,2016.0,2016.0,2019/5/5,2019/06/22,,,read,,,,1,0,Fiction,
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,316471909,9780316471909,4,4.22,"Little, Brown and Company",Kindle Edition,262,2017.0,2014.0,2021/07/20,2021/06/14,,,read,,,,1,0,Business & Economics,
30547646,Why Time Flies: A Mostly Scientific Investigation,Alan Burdick,"Burdick, Alan",,,9781416540274,0,3.42,Simon & Schuster,Hardcover,320,2017.0,2017.0,,2021/06/14,to-read,to-read (#11),to-read,,,,0,0,Biography & Autobiography,
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,,9781982169633,4,4.17,Atria Publishing,Hardcover,336,2019.0,2019.0,2021/06/14,2021/05/19,,,read,,,,1,0,Fiction,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,,,5,4.35,Vintage,Paperback,512,2015.0,2011.0,2021/05/28,2021/05/31,,,read,,,,1,0,History,
37506348,Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,"Giridharadas, Anand",,451493249,9780451493248,4,4.13,Knopf,Hardcover,288,2018.0,2018.0,2021/06/07,2021/01/15,,,read,,,,1,0,Business & Economics,
43923951,Such a Fun Age,Kiley Reid,"Reid, Kiley",,,9780525541905,4,3.78,G.P. Putnam's Sons,Hardcover,310,2019.0,2019.0,2021/02/07,2021/02/06,,,read,,,,1,0,Fiction,
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,199291152,9780199291151,0,4.16,Oxford University Press,Paperback,360,2006.0,1976.0,2021/6/14,2020/04/22,,,read,,,,1,0,Science,
4865,How to Win Friends & Influence People,Dale Carnegie,"Carnegie, Dale",,,,4,4.22,Gallery Books,Paperback,288,1998.0,1936.0,2021/8/9,2020/07/06,,,read,,,,1,0,Self-Help,
28587957,Small Great Things,Jodi Picoult,"Picoult, Jodi",,345544951,9780345544957,5,4.36,Ballantine Books,Hardcover,480,2016.0,2016.0,2019/5/2,2020/04/22,,,read,,,,1,0,Fiction,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,1441341706,9781441341709,5,4.29,Modern Library,Paperback,279,2023.0,1813.0,2014/4/3,2016/04/01,favorites,favorites (#5),read,,,,1,0,Fiction,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,61234001,9780061234002,5,4.01,William Morrow,Hardcover,268,2006.0,2005.0,2020/4/6,2018/11/29,favorites,favorites (#4),read,,,,1,0,Business & Economics,
6315775,Mindsight: The New Science of Personal Transformation,Daniel J. Siegel,"Siegel, Daniel J.",,553804707,9780553804706,5,4.14,Bantam,Hardcover,336,2010.0,2009.0,2019/11/2,2020/04/22,favorites,favorites (#2),read,,,,1,0,Science,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,316017922,9780316017923,5,4.19,"Little, Brown and Company",Hardcover,309,2008.0,2008.0,2020/6/7,2020/05/12,favorites,favorites (#1),read,,,,1,0,Business & Economics,
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund",1473637465,9781473637467,5,4.36,Sceptre,Hardcover,342,2018.0,2018.0,2020/6/7,2020/05/20,,,read,,,,1,0,Business & Economics,
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,1400063515,9781400063512,0,3.96,Random House ,Hardcover,480,2007.0,2007.0,,2020/06/20,to-read,to-read (#10),to-read,,,,0,0,Business & Economics,
